name;id;factions;category;class;models;counter;miniature;idleEffect;moveEffect;rotationEffect;weaponEffect;deathEffect;antiSubEffect;antiAirEffect;chassis;available;expire;series;cost;supply;production;mp;ap;steps;fuel;strength;range;LOS;radar;shock;assault;bombardment;blast;cargo;carrier;transport;switch;spawn;torpedo;attack type;defense type;inf att;veh att;air sml att; air lrg att; nav sml att; nav lrg att; sub att;inf def;veh def;bomb def;air def;nav def;torp def;land def;traits;specialisation;construction
il-10;2208;ussr,;air;tactical_bomber;Il-10;;;;AlB_VeeSin;;bomb;;;airdef77type92_01;wing;1/10/1944;/;tac_il;140;3;;8;1;1;12;100;;3;6;5;;;;;;;;;;small;small;14;14;2;;12;6;;;;;12;15;;15;defensiveFire,precisionStrike,;;
pe-2;1297;ussr,;air;tactical_bomber;pe-2;;;;alb_radsin;;bomb;;;airdef77type92_01,2;wing;18/5/1941;1/5/1942;tac_pe;110;3;;9;1;1;14;100;;3;6;5;;;;;;;;;;small;small;12;11;2;;12;8;;;;;7;13;;13;defensiveFire,;;
pe-2FT;2309;ussr,;air;tactical_bomber;Pe-2FT;;;;alb_radsin;;bomb;;;airdef77type92_01,2;wing;1/5/1942;;tac_pe;115;3;;10;1;1;14;100;;3;6;5;;;;;;;;;;small;small;12;11;3;;12;8;;;;;9;13;;13;defensiveFire,;;
Tu-2S;2340;ussr,;air;tactical_bomber;Tu-2S;;;;alb_radsin;;bomb;;;airdef77type92_01,2;wing;1/6/1943;;;120;3;;10;1;1;14;100;;3;6;5;;;;;;;;;;small;small;12;12;3;;10;8;;;;;10;13;;13;defensiveFire,;;
a20_ussr;2317;ussr, ;air;tactical_bomber;A20_USSR 0 0, ;A20C_Havoc;;;alb_radtwin;;attackbomberbombsmgs;;;airdef30m1919twin_01;wing;1/2/1942;1/1/1944;;120;3;;9;1;1;16;100;;3;6;;;;;;;;;;;large;large;12;10;2;;6;8;;;;;10;12;;12;minelayer,defensiveFire,;LL_USSR_Aircraft;
tupolev_sb2;1001;ussr, ;air;strategic_bomber;Tupolev_SB2 0 0, ;Tupolev_SB2;;;alb_radtwin;;bombs;;;airdef77type92_01;wing;1/1/1936;1/1/1942;;150;3;;9;1;1;16;100;;3;6;16;2;15;;;;;;;;large;large;5;5;2;;2;3;;;;;10;10;;10;minelayer,defensiveFire,;;
ilyushin_db-3;1002;ussr, ;air;strategic_bomber;Ilyushin_DB-3 0 0, ;Ilyushin_DB-3;;;alb_radtwin;;bombs;;;airdef77type92_01;wing;1/1/1937;1/3/1941;strat_il;190;3;;8;1;1;18;100;;3;6;18;2;20;;;;;;;;large;large;6;6;2;;2;3;;;;;10;11;;11;minelayer,defensiveFire,;;
il-4;3039;ussr,;air;strategic_bomber;Il-4 0 0,;;;;alb_radtwin;;bombs;;;airdef50m2antwin_dual;wing;1/3/1941;/;strat_il;220;3;;9;1;1;18;100;;3;6;20;2;20;;;;;;;;large;large;7;7;2;;2;3;;;;;12;11;;12;minelayer,defensiveFire,;;
Yer-2;2363;ussr,;air;strategic_bomber;Yer-2 0 0,;;;;alb_radtwin;;bombs;;;airdef50m2antwin_dual;wing;1/2/1944;;;240;3;;9;1;1;20;100;;3;6;20;2;20;;;;;;;;large;large;8;8;2;;2;3;;;;;13;12;;12;minelayer,defensiveFire,;;
b25_ussr;2316;ussr, ;air;strategic_bomber;B25_USSR 0 0, ;B25B_Mitchell;;;alb_radtwin;;bombs;;;airdef50m2antwin_01;wing;1/2/1942;1/1/1944;;180;3;;10;1;1;19;100;;3;6;18;2;20;;;;;;;;large;large;8;8;2;;2;3;;;;;13;11;;12;minelayer,defensiveFire,;LL_USSR_Aircraft;
Polikarpov_R-5;3080;ussr,;air;recon;Polikarpov_R-5;;Kingfisher;;AlB_VeeSin;;bomb;;;airdef50m2an_01;wing;1/1/1931;;;20;1;;6;1;2;/;100;;3;6;;;;;;cruiser,battleship,carrier,;;;;;small;small;;;1;;;;;;;;5;12;;12;noSupply,defensiveFire,quickRetreat,limitlessFuel,noEntrench,;;
Lisunov_Li-2;1216;ussr,;air;transport_air;Lisunov_Li-2 0 0, ;C47;;;alairt;;;;;;wing;/;/;;/;0;;7;1;1;15;100;;3;6;;;;;;;;;;;large;large;;;;;;;;;;;10;11;;10;noPurchase,transportAir,;;
G5;2342;ussr,;naval;destroyer;G5;;;;ptboatmove;rotptboats;m2browning;;;aatracers_x2;shallow_draft;;;;20;2;2,land;4;1;1;;;1;4;;;;;;;;;;;6, 2, 8;small;small;10;10;2;;3;;;;;;7;7;;7;concealable,torpedoImmune,hardToHit;;
MO-2;3046;ussr,;naval;destroyer;MO-2 0 0,;;;;ptboatmove;rotptboats;MO-2;;depthcharge;aatracers_x2;shallow_draft;;;;10;2;2, land;3;1;1;;100;1;4;;;;;;;;;;;/;small;small;12;12;2;/;4;/;2;;;;8;4;/;8;concealable,torpedoImmune,hardToHit,sonar,broadside;;
DD_Gnevny;1088;ussr,;naval;destroyer;DD_Gnevny 0 0,;;;;shipsmallmove;rotaxshipssmall;Quad5inch_01;;depthcharge;aatracers_x2;shallow_draft;31/1/1939;;;40;3;4, land;4;1;1;;100;4;4;;5;;;;;;;;;5, 2, 10;small;small;8;8;3;2;14;14;6;;;;10;14;18;10;broadside,sonar,hardToHit,;;
CA_Kirov;1089;ussr,;naval;cruiser;CA_Kirov 0 0,;;;;shiplargemove;rotalshipslarge;Tripple8inch_01;;depthcharge;aatracers_x2;deep_draft;26/9/1938;;;100;4;5, land;4;1;1;;100;6;5;;12;;;;1;;;;;5, 2, 10;large;large;6;6;4;3;22;22;4;;;;11;25;13;10;broadside,;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
// MENGJIANG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mongol_cavalry;556;mengjiang, ;land;infantry;transport_horse -0.12 0.05, transport_horse_B 0.12 -0.03, Mong_Rider -0.12 0.05, Mong_Rider 0.12 -0.03;Cavalry;;CavalryIdle;cavalrymove;CavalryRotate;cavalryattack;CavalryDeath;;;foot;1/1/1937;1/5/1941;;50;3;;6;1;1;;100;;4;;;;;;;;;;;;infantry;infantry;11-8;3;;;;;;9;8;12;12;13;;;rotateFormation;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
// FINLAND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
finnish_infantry_35;3000;finland,;land;infantry;Fin_Rifle_39 -0.01 -0.1, Fin_Rifle_39 -0.2 0.12, Fin_Rifle_39 0.2 0.1,;;;riflesidle;infantrymove;;riflesattack;;;;foot;12/1/1935;21/2/1937;infantry;20;3;;6;1;1;;100;;4;;/;/;;;;;finnish_truck;;;;infantry;infantry;8;2-3;;;;;;8;8;13;14;13;;;concealable,lightTreaded,;;
finnish_infantry_37;1175;finland,;land;infantry;Fin_Rifle_39 -0.01 -0.1, Fin_Molotov_39 -0.2 0.12, Fin_Rifle_39 0.2 0.1,;;;infantryidle;infantrymove;;MolotovAttack;;;;foot;21/2/1937;19/2/1939;infantry;20;3;;6;1;1;;100;;4;;/;/;;;;;finnish_truck;;;;infantry;infantry;9;3-6;;;;;;9;9;13;14;13;;;concealable,lightTreaded,;;
finnish_infantry_38;1181;finland,;land;infantry;Fin_Rifle_39 -0.01 -0.1, Fin_Molotov_39 -0.2 0.12, Fin_Rifle_39 0.2 0.1,;;;infantryidle;infantrymove;;MolotovAttack;;;;foot;;;infantry;25;3;;6;1;1;;100;;4;;/;/;;;;;finnish_truck;;;;infantry;infantry;10;3-6;;;;;;10;8;13;14;13;;;concealable,lightTreaded,noPurchase,;;
finnish_infantry_39;3001;finland,;land;infantry;Fin_Rifle_39 -0.01 -0.1, Fin_Molotov_39 -0.2 0.12, Fin_Rifle_39 0.2 0.1,;;;infantryidle;infantrymove;;MolotovAttack;;;;foot;19/2/1939;7/1/1940;infantry;25;3;;6;1;1;;100;;4;;/;/;;;;;finnish_truck;;;;infantry;infantry;10;3-6;;;;;;10;9;13;14;13;;;concealable,lightTreaded,;;
finnish_infantry_40;1191;finland,;land;infantry;Fin_Rifle_39 -0.01 -0.1, Fin_Molotov_39 -0.2 0.12, Fin_Rifle_39 0.2 0.1,;;;infantryidle;infantrymove;;MolotovAttack;;;;foot;7/1/1940;12/1/1941 ;infantry;30;3;;6;1;1;;100;;4;;/;/;;;;;finnish_truck;;;;infantry;infantry;11;4-8;;;;;;11;9;13;14;13;;;concealable,lightTreaded,;;
finnish_infantry_41;3011;finland,;land;infantry;Fin_Rifle_41 -0.01 -0.1, Fin_Grenade_41 -0.2 0.12, Fin_Rifle_41 0.2 0.1,;;;infantryidle;infantrymove;;infantryattack;;;;foot;12/1/1941 ;16/1/1942;infantry;35;3;;6;1;1;;100;;4;;/;/;;;;;finnish_truck;;;;infantry;infantry;12;5-9;;;;;;12;9;13;14;13;;;concealable,lightTreaded,;;
finnish_infantry_42;1192;finland,;land;infantry;Fin_Rifle_44 -0.01 -0.1, Fin_Panzerfaust_44 -0.2 0.12, Fin_Rifle_44 0.2 0.1,;;;infantry43idle;infantrymove;;InfantryPanzerfaustAttack;;;;foot;16/1/1942;24/2/1943;infantry;40;3;;6;1;1;;100;;4;;/;/;;;;;finnish_truck;;;;infantry;infantry;13;6-10;;;;;;13;9;13;14;13;;;concealable,lightTreaded,;;
finnish_infantry_43;1193;finland,;land;infantry;Fin_Rifle_44 -0.01 -0.1, Fin_Panzerfaust_44 -0.2 0.12, Fin_Rifle_44 0.2 0.1,;;;infantry43idle;infantrymove;;InfantryPanzerfaustAttack;;;;foot;24/2/1943;9/2/1944;infantry;45;3;;6;1;1;;100;;4;;/;/;;;;;finnish_truck;;;;infantry;infantry;14;7-11;;;;;;14;9;13;14;13;;;concealable,lightTreaded,;;
finnish_infantry_44;3012;finland,;land;infantry;Fin_Rifle_44 -0.01 -0.1, Fin_Panzerfaust_44 -0.2 0.12, Fin_Rifle_44 0.2 0.1,;;;infantry43idle;infantrymove;;InfantryPanzerfaustAttack;;;;foot;9/2/1944;17/2/1945;infantry;50;3;;6;1;1;;100;;4;;/;/;;;;;finnish_truck;;;;infantry;infantry;15;8-12;;;;;;15;9;13;14;13;;;concealable,lightTreaded,;;
finnish_infantry_45;1151;finland,;land;infantry;Fin_Rifle_44 -0.01 -0.1, Fin_Panzerfaust_44 -0.2 0.12, Fin_Rifle_44 0.2 0.1,;;;infantry43idle;infantrymove;;InfantryPanzerfaustAttack;;;;foot;17/2/1945;;infantry;60;3;;6;1;1;;100;;4;;/;/;;;;;finnish_truck;;;;infantry;infantry;16;9-13;;;;;;16;10;13;14;13;;;concealable,lightTreaded,;;
finnish_heavyinfantry_37;1176;finland,;land;infantry;Fin_Heavy_HMG_39 -0.15 -0.1, Fin_Heavy_Grenade_39 -0.1 0.12, Fin_Heavy_SMG_39 0.15 0,;;;heavyinfantrysatchelidle;heavyinfantrymove;;HeavyInfantryBundleAttack;;;aamg;foot;18/4/1937;11/4/1939;heavyinfantry;35;4;;4;1;1;;100;;4;;/;/;;;;;finnish_truck;weapon:Finnish_MortarInfantry mortar;;;infantry;infantry;10;6-9;3;;;;;14;11;13;14;13;;;concealable,;;
finnish_heavyinfantry_39;3004;finland,;land;infantry;Fin_Heavy_HMG_39 -0.15 -0.1, Fin_Heavy_Grenade_39 -0.1 0.12, Fin_Heavy_SMG_39 0.15 0,;;;heavyinfantrysatchelidle;heavyinfantrymove;;HeavyInfantryBundleAttack;;;aamg;foot;11/4/1939;14/3/1940;heavyinfantry;45;4;;4;1;1;;100;;4;;/;/;;;;;finnish_truck;weapon:Finnish_MortarInfantry mortar;;;infantry;infantry;11;6-9;3;;;;;15;12;13;14;13;;;concealable,;;
finnish_heavyinfantry_40;1194;finland,;land;infantry;Fin_Heavy_HMG_39 -0.15 -0.1, Fin_Heavy_Grenade_39 -0.1 0.12, Fin_Heavy_SMG_39 0.15 0,;;;heavyinfantrysatchelidle;heavyinfantrymove;;HeavyInfantryBundleAttack;;;aamg;foot;14/3/1940;18/3/1941 ;heavyinfantry;50;4;;4;1;1;;100;;4;;/;/;;;;;finnish_truck;weapon:Finnish_MortarInfantry mortar;;;infantry;infantry;12;7-10;3;;;;;16;12;13;14;13;;;concealable,;;
finnish_heavyinfantry_41;3013;finland,;land;infantry;Fin_Heavy_HMG_41 -0.15 -0.1, Fin_Heavy_Grenade_41 -0.1 0.12, Fin_Heavy_SMG_41 0.15 0,;;;heavyinfantrysatchelidle;heavyinfantrymove;;HeavyInfantryBundleAttack;;;aamg;foot;18/3/1941 ;23/3/1942;heavyinfantry;60;4;;4;1;1;;100;;4;;/;/;;;;;finnish_truck;weapon:Finnish_MortarInfantry mortar;;;infantry;infantry;13;8-11;3;;;;;17;12;13;14;13;;;concealable,;;
finnish_heavyinfantry_42;1195;finland,;land;infantry;Fin_Heavy_HMG_39 -0.15 -0.1, Fin_Heavy_Grenade_39 -0.1 0.12, Fin_Heavy_SMG_39 0.15 0,;;;heavyinfantrysatchelidle;heavyinfantrymove;;HeavyInfantryBundleAttack;;;aamg;foot;23/3/1942;5/4/1943;heavyinfantry;80;4;;4;1;1;;100;;4;;/;/;;;;;finnish_truck;weapon:Finnish_MortarInfantry mortar;;;infantry;infantry;14;9-12;3;;;;;18;13;13;14;13;;;concealable,;;
finnish_heavyinfantry_43;1196;finland,;land;infantry;Fin_Heavy_HMG_39 -0.15 -0.1, Fin_Heavy_Grenade_39 -0.1 0.12, Fin_Heavy_SMG_39 0.15 0,;;;heavyinfantrysatchelidle;heavyinfantrymove;;HeavyInfantryBundleAttack;;;aamg;foot;5/4/1943;20/4/1944;heavyinfantry;100;4;;4;1;1;;100;;4;;/;/;;;;;finnish_truck;weapon:Finnish_MortarInfantry mortar;;;infantry;infantry;15;10-13;3;;;;;19;13;13;14;13;;;concealable,;;
finnish_heavyinfantry_44;3014;finland,;land;infantry;Fin_Heavy_HMG_44 -0.15 -0.1, Fin_Heavy_Panzerschreck_44 -0.1 0.12, Fin_Heavy_SMG_44 0.15 0,;;;heavyinfantrybazookaidle;heavyinfantrymove;;heavyinfantry43attack;;;aamg;foot;20/4/1944;30/4/1945;heavyinfantry;120;4;;4;1;1;;100;;4;;/;/;;;;;finnish_truck;weapon:Finnish_MortarInfantry mortar;;;infantry;infantry;16;11-14;3;;;;;20;13;13;14;13;;;concealable,;;
finnish_heavyinfantry_45;1152;finland,;land;infantry;Fin_Heavy_HMG_44 -0.15 -0.1, Fin_Heavy_Panzerschreck_44 -0.1 0.12, Fin_Heavy_SMG_44 0.15 0,;;;heavyinfantrybazookaidle;heavyinfantrymove;;heavyinfantry43attack;;;aamg;foot;30/4/1945;;heavyinfantry;140;4;;4;1;1;;100;;4;;/;/;;;;;finnish_truck;weapon:Finnish_MortarInfantry mortar;;;infantry;infantry;17;12-15;3;;;;;21;13;13;14;13;;;concealable,;;
finnish_engineers_39;3002;finland,;land;infantry;Fin_Flamethrower_39 0.14 -0.08, Fin_Engineer_39 -0.14 0.08,;;;engineeridle;engineermove;;engineerattack;;;;foot;17/11/1939;24/12/1940;engineers;20;2;;4;1;1;;100;;4;;10;7;;;;;finnish_truck;;;;infantry;infantry;8-14;1-5;;;;;;8;9;13;14;13;;;explosives,bridgeBuilder,concealable,minelayer,minesweeper,entrenchSupport,hexRepairer,;;
finnish_engineers_40;1197;finland,;land;infantry;Fin_Flamethrower_39 0.14 -0.08, Fin_Engineer_39 -0.14 0.08,;;;engineeridle;engineermove;;engineerattack;;;;foot;24/12/1940;18/11/1941;engineers;25;2;;4;1;1;;100;;4;;10;7;;;;;finnish_truck;;;;infantry;infantry;9-15;2-6;;;;;;9;9;13;14;13;;;explosives,bridgeBuilder,concealable,minelayer,minesweeper,entrenchSupport,hexRepairer,;;
finnish_engineers_41;1177;finland,;land;infantry;Fin_Flamethrower_39 0.14 -0.08, Fin_Engineer_39 -0.14 0.08,;;;engineeridle;engineermove;;engineerattack;;;;foot;18/11/1941;4/12/1942;engineers;30;2;;4;1;1;;100;;4;;10;7;;;;;finnish_truck;;;;infantry;infantry;10-16;2-7;;;;;;10;9;13;14;13;;;explosives,bridgeBuilder,concealable,minelayer,minesweeper,entrenchSupport,hexRepairer,;;
finnish_engineers_42;1198;finland,;land;infantry;Fin_Flamethrower_39 0.14 -0.08, Fin_Engineer_39 -0.14 0.08,;;;engineeridle;engineermove;;engineerattack;;;;foot;4/12/1942;30/11/1943;engineers;35;2;;4;1;1;;100;;4;;10;7;;;;;finnish_truck;;;;infantry;infantry;11-17;3-8;;;;;;11;10;13;14;13;;;explosives,bridgeBuilder,concealable,minelayer,minesweeper,entrenchSupport,hexRepairer,;;
finnish_engineers_43;1199;finland,;land;infantry;Fin_Flamethrower_39 0.14 -0.08, Fin_Engineer_39 -0.14 0.08,;;;engineeridle;engineermove;;engineerattack;;;;foot;30/11/1943;24/11/1944;engineers;40;2;;4;1;1;;100;;4;;10;7;;;;;finnish_truck;;;;infantry;infantry;12-18;3-9;;;;;;12;10;13;14;13;;;explosives,bridgeBuilder,concealable,minelayer,minesweeper,entrenchSupport,hexRepairer,;;
finnish_engineers_44;1178;finland,;land;infantry;Fin_Flamethrower_39 0.14 -0.08, Fin_Engineer_39 -0.14 0.08,;;;engineeridle;engineermove;;engineerattack;;;;foot;24/11/1944;13/12/1945;engineers;45;2;;4;1;1;;100;;4;;10;7;;;;;finnish_truck;;;;infantry;infantry;13-19;4-10;;;;;;13;11;13;14;13;;;explosives,bridgeBuilder,concealable,minelayer,minesweeper,entrenchSupport,hexRepairer,;;
finnish_engineers_45;1179;finland,;land;infantry;Fin_Flamethrower_39 0.14 -0.08, Fin_Engineer_39 -0.14 0.08,;;;engineeridle;engineermove;;engineerattack;;;;foot;13/12/1945;;engineers;50;2;;4;1;1;;100;;4;;10;7;;;;;finnish_truck;;;;infantry;infantry;14-20;4-10;;;;;;14;11;13;14;13;;;explosives,bridgeBuilder,concealable,minelayer,minesweeper,entrenchSupport,hexRepairer,;;
Finnish_Ski_Infantry_39;3003;finland,;land;infantry;Fin_Ski_Rifle_39 -0.01 -0.1, Fin_Ski_Grenade_39 -0.2 0.12, Fin_Ski_Rifle_39 0.2 0.1,;;;infantryidle;infantrymove;;SkiAttack;;;;ski;26/9/1939;27/8/1940;ski;40;3;;6;1;1;;100;;4;;/;/;;;;;finnish_truck;;;;infantry;infantry;11;3-6;;;;;;11;10;13;14;13;;;concealable,guerrilla,;;
Finnish_Ski_Infantry_40;1200;finland,;land;infantry;Fin_Ski_Rifle_41 -0.01 -0.1, Fin_Ski_Grenade_41 -0.2 0.12, Fin_Ski_Rifle_41 0.2 0.1,;;;infantryidle;infantrymove;;Ski41Attack;;;;ski;27/8/1940;17/9/1941;ski;50;3;;6;1;1;;100;;4;;/;/;;;;;finnish_truck;;;;infantry;infantry;12;4-8;;;;;;12;10;13;14;13;;;concealable,guerrilla,;;
Finnish_Ski_Infantry_41;3015;finland,;land;infantry;Fin_Ski_Rifle_41 -0.01 -0.1, Fin_Ski_Grenade_41 -0.2 0.12, Fin_Ski_Rifle_41 0.2 0.1,;;;infantryidle;infantrymove;;Ski41Attack;;;;ski;17/9/1941;5/9/1942;ski;60;3;;6;1;1;;100;;4;;/;/;;;;;finnish_truck;;;;infantry;infantry;13;5-9;;;;;;13;10;13;14;13;;;concealable,guerrilla,;;
Finnish_Ski_Infantry_42;1201;finland,;land;infantry;Fin_Ski_Rifle_41 -0.01 -0.1, Fin_Ski_Grenade_41 -0.2 0.12, Fin_Ski_Rifle_41 0.2 0.1,;;;infantryidle;infantrymove;;Ski41Attack;;;;ski;5/9/1942;9/9/1943;ski;70;3;;6;1;1;;100;;4;;/;/;;;;;finnish_truck;;;;infantry;infantry;14;6-10;;;;;;14;11;13;14;13;;;concealable,guerrilla,;;
Finnish_Ski_Infantry_43;1202;finland,;land;infantry;Fin_Ski_Rifle_41 -0.01 -0.1, Fin_Ski_Grenade_41 -0.2 0.12, Fin_Ski_Rifle_41 0.2 0.1,;;;infantryidle;infantrymove;;Ski41Attack;;;;ski;9/9/1943;17/9/1944;ski;80;3;;6;1;1;;100;;4;;/;/;;;;;finnish_truck;;;;infantry;infantry;15;7-11;;;;;;15;11;13;14;13;;;concealable,guerrilla,;;
Finnish_Ski_Infantry_44;3016;finland,;land;infantry;Fin_Ski_Rifle_41 -0.01 -0.1, Fin_Ski_Grenade_41 -0.2 0.12, Fin_Ski_Rifle_41 0.2 0.1,;;;infantryidle;infantrymove;;Ski41Attack;;;;ski;17/9/1944;22/9/1945;ski;90;3;;6;1;1;;100;;4;;/;/;;;;;finnish_truck;;;;infantry;infantry;16;8-12;;;;;;16;12;13;14;13;;;concealable,guerrilla,;;
Finnish_Ski_Infantry_45;1153;finland,;land;infantry;Fin_Ski_Rifle_41 -0.01 -0.1, Fin_Ski_Grenade_41 -0.2 0.12, Fin_Ski_Rifle_41 0.2 0.1,;;;infantryidle;infantrymove;;Ski41Attack;;;;ski;22/9/1945;;ski;100;3;;6;1;1;;100;;4;;/;/;;;;;finnish_truck;;;;infantry;infantry;17;9-13;;;;;;17;12;13;14;13;;;concealable,guerrilla,;;
finnish_mortarinfantry;1080;finland,;land;infantry;Fin_Mortar -0.01 -0.1, Fin_Heavy_Grenade_39 -0.2 0.12, Fin_Heavy_SMG_39 0.17 0.12,;;;MortarInfantryIdle;heavyinfantrymove;;MortarInfantryAttack;;;;foot;;;heavyinfantry;50;4;;0;1;1;;100;2;4;;10;/;;;;;;instantRevert,;;;artillery;infantry;6-4;2-1;;;;;;14;11;13;14;13;;;noPurchase,noEditor,noRepair,concealable;;
finnish_truck;3009;finland,;land;transport_land;Finnish_Truck 0 0,;;;;axtruck;rotaxtrucks;;;;;wheel;;;;30;1;;8;1;1;;100;;2;;;;;;;;;;;;mechanical;mechanical;/;/;;;;;;5;5;10;8;10;;;;;
cargo_truck_finland;1072;finland,;land;transport_land;Cargo_Truck_Finland 0 0,;;;;altruck;rotaltrucks;;;;;wheel;;;;0;0;;6;1;1;;100;;2;;;;;;;;;;;;mechanical;mechanical;/;/;;;;;;5;5;10;12;10;;;noPurchase,noSupply,noCapture,noRepair,noEntrench,;;
Vickers_MkF_Finland;3060;finland,;land;tank;Vickers_MkE_Finland 0 0,;Vickers_MkE_Finland;;;altanklightvearly;rotalltanks;AT_47mm_01_MG;;;;track_light;13/12/1937;;;70;5;;8;1;1;;100;;4;;;;;;;;;;;;mechanical;mechanical;10-5;8-10;;;;;;9;7;18;16;18;;;noPurchase;;
PzKw_IV_J_Finland;3061;finland,;land;tank;PzKw_IV_J_Finland 0 0,;;;;altankmedium;rotalmtanks;at_75mm_03_mg;;;;track;7/6/1944;/;;175;6;;8;1;1;;100;;4;;;;;;;;;;;;mechanical;mechanical;15-10;17-18;4;;;;;18;16;18;16;18;;;slowRepair, weakFlanks, ;;
T-26_m1939_finland;3062;finland,;land;tank;T26_M1939_Finland 0 0,;T26_M1939_Finland;;;altanklightearly;rotalltanks;AT_47mm_01_MG;;;;track_light;1/1/1939;1/1/1942;t-26;70;5;;8;1;1;;100;;4;;;;;;;;;;;;mechanical;mechanical;11-6;8-11;;;;;;10;7;16;16;18;;;noPurchase,slowRepair,lightTreaded,;;
OT-130_finland;3063;finland,;land;tank;OT-130_Finland 0 0,;;;;altanklight;rotalltanks;flamethrower_mg;;;;track_light;1/1/1936;1/1/1942;t-26;70;5;;8;1;1;;100;;4;;20;2;;;;;;;;;mechanical;mechanical;12;3-8;;;;;;9;7;16;15;18;;;noPurchase,slowRepair,lightTreaded,;;
BT-7_finland;3064;finland,;land;tank;BT-7_Finland 0 0,;;;;altanklight;rotalltanks;at_47mm_01_mg;;;;track_light;1/1/1935;1/1/1943;;90;5;;10;1;1;;100;;4;;;;;;;;;;;;mechanical;mechanical;11-7;8-11;;;;;;10;8;17;16;18;;;noPurchase,slowRepair,lightTreaded,;;
KV-1_finland;3065;finland,;land;tank;KV-1_Finland 0 0,;;;;altanksheavy;rotalhtanks;AT_76.2mm_01_mg;;;;track;1/10/1941;1/1/1943;;190;7;;6;1;1;;100;;4;;;;;;;;;;;;mechanical;mechanical;15-11;10-13;;;;;;17;20;18;16;18;;;noPurchase,slowRepair,;;
T-34_40_finland;3066;finland,;land;tank;T-34_40_Finland 0 0,;;;;altankmedium;rotalmtanks;AT_76.2mm_01_mg;;;;track;8/9/1940;1/8/1941;;170;6;;8;1;1;;100;;4;;;;;;;;;;;;mechanical;mechanical;15-10;10-13;;;;;;12;15;18;16;18;;;noPurchase,slowRepair,;;
BT-42_AT;1068;finland;land;tank;BT-42_AT 0 0,;BT-42;;;altanklight;rotalltanks;AT_105mm_02;;;;track;6/10/1942;;;200;6;;8;1;1;;100;;4;;15;3;;;;;;artillery:BT-42_ART;;;mechanical;mechanical;17-15;10-12;;;;;;10;7;12;13;12;;;lightTreaded,;;
37mm_Bofors_Finland;3059;finland,;land;anti_tank;37mm_Bofors_Finland 0 0,;;;;towedlight;rotlighttow;at_37mm_02_case;;;;tow;12/7/1939;1/1/1943;;30;2;;2;1;1;;100;;4;;;;;;;;horse_transport, finnish_truck;;;;mechanical;infantry;2;8-10;;;;;;6;10;10;10;10;;;concealable,defensive,lightFreight,;;
75mm_Pak40_finland;3058;finland,;land;anti_tank;75mm_PaK40_Finland 0 0,;;;;towedheavy;rotmediumtow;AT_75mm_09_Case;;;;tow;29/4/1942;/;;90;2;;1;1;1;;100;;4;;;;;;;;horse_transport, finnish_truck;;;;mechanical;infantry;4;17-18;;;;;;8;12;12;10;10;;;defensive,;;
StuG_III_G_finland;3057;finland,;land;anti_tank;StuG_III_G_Finland 0 0,;;;;axtankmedium;rotaxmtanks;at_75mm_03_mg;;;;track;14/12/1942;/;stug;200;5;;8;1;1;;100;;4;;/;/;;;;;;;;;mechanical;mechanical;10-8;17-18;;;;;;12;16;18;16;18;;;slowRepair, weakFlanks;;
Landsverk_AntiII_AT;3087;finland,;land;anti_tank;Landsverk_AntiII_AT 0 0,;Landsverk_AntiII_AT;;;axtankmedium;rotalhtracks;at_37mm_02_case;;;;track;8/5/1942;;;80;4;;8;1;1;;100;;4;;;;;;;;;anti_air:Landsverk_AntiII_AA,;;;mechanical;mechanical;13-9;7-10;;;;;;10;8;10;10;10;;;;;
45mm_m1937_finland;3056;finland,;land;anti_tank;45mm_M1937_Finland 0 0,;45mm_M1937_Finland;;;towedlight;rotlighttow;at_37mm_03;;;;tow;1/1/1936;1/1/1943;;30;2;;2;1;1;;100;;4;;;;;;;;horse_transport, finnish_truck;;;;mechanical;infantry;2;8-11;;;;;;6;10;10;8;10;;;concealable,defensive,noPurchase,slowRepair,;;
76mm_K02_Finland;3055;finland,;land;artillery;76mm_K02_Finland 0 0,;;;;towedheavy;rotmediumtow;art_75mm_01;;;;tow;1/1/1936;;;80;3;;1;1;1;;100;4;4;;10;1;;;;;horse_transport, finnish_truck;;;;artillery;infantry;8-4;8-4;;;;;;6;4;7;10;7;;;staticFire,;;
105mm_mle1913_Finland;3054;finland,;land;artillery;105mm_mle1913_finland 0 0,;;;;towedheavy;rotmediumtow;art_105mm_04_case;;;;tow;16/12/1939;;;110;3;;1;1;1;;100;5;4;;10;1;;;;;horse_transport, finnish_truck;;;;artillery;infantry;9-6;9-6;;;;;;6;4;8;11;8;;;staticFire,;;
